album_number,album,track_number,song,artist,url,release_date
1,AIR,1,Air,YEJI,https://youtu.be/ez8WMQqX81Q,2025년 3월 10일
1,AIR,2,Invasion,YEJI,https://youtu.be/H2Z7dRa4Dc0,2025년 3월 10일
1,AIR,3,"Can’t Slow Me, No",YEJI,https://youtu.be/SwsOGPSMYUI,2025년 3월 10일
1,AIR,4,258,YEJI,https://youtu.be/ld03QxAykR0,2025년 3월 10일
